# word	offset_symbols  (frame=12320 symbols; window=16 symbols, MSB-first {sign(I),sign(Q)})
5B2C6115	11889
5B2CAB64	11419
5B303E40	11830
5B337FBD	8709
5B388D7D	11062
5B3F9CAB	8343
5B48AE9D	10743
5B4C4B86	11614
5B591899	3720
5B5FD3BD	152
5B623DC9	2992
5B6920BF	10907
5B697A3A	11363
5B71B165	8410
5B723030	9178
5B73886E	5491
5B73ECB0	8834
5B81CA3C	11307
5B87D7AD	7630
5B927789	3271
5B958269	5708
5B98E031	851
5B9CB3D8	8974
5B9E0EC1	3667
5BA4B668	8861
5BAA4030	11003
5BB13560	10331
5BB1FB8B	3385
5BB398AD	8652
5BBF630D	6330
5BC15BE3	1923
5BC3CF2C	9992
5BCBD744	5450
5BCCCD58	8179
5BD19CC0	9721
5BD271BC	6032
5BD40D11	6283
5BD49EBA	10777
5BD7A3DC	6590
5BD883CB	2887
5BE3D4B6	1931
5BE8238C	11780
5BFC3068	6681
5C044146	7929
5C08EB48	632
5C0D1EBC	10419
5C1497B5	8747
5C1E998B	1665
5C25ECAB	10560
5C265C14	8739
5C2B8371	258
5C2E4ECE	941
5C34E99E	7961
5C41B482	7706
5C441AEE	12244
5C4C17D5	7808
5C4D2C3A	11952
5C59103F	8317
5C605F3D	11981
5C613CC1	1702
5C64F000	3489
5C661118	4858
5C724D6A	6636
5C752050	495
5C75EE58	4225
5C7BF742	11728
5C7DC34C	6300
5C7E5918	12046
5C80C1E1	4016
5C821A45	9636
5C857110	12237
5C8F381F	9520
5C9547DE	5865
5C9752D7	2617
5C9D2EFF	5422
5CA5CB9F	8295
5CAA859E	6847
5CAB7010	9297
5CAF2BDC	413
5CB12DF8	10214
5CB3454F	1305
5CB9FB33	8301
5CBC6ADA	750
5CC4DAFE	12271
5CC9E3C2	2630
5CD1C801	5065
5CD5C975	2611
5CD68E80	1620
5CD7B346	6806
5CD8239E	8019
5CE0B7B4	5555
5CE6B145	11292
5CF1011C	8066
5CF12D37	2719
5CF55C80	4008
5CFF7CB9	6486
5D00DCF3	5638
5D062CCC	6890
5D07FBCC	3767
5D0F5977	3426
5D11CFD6	5459
5D157F3D	9111
5D247397	5625
5D32AD73	12260
5D496170	621
5D4B5CC9	2622
5D4D3E96	6408
5D50EF88	994
5D629DF4	6984
5D76B4E2	8456
5D77FAAC	10654
5D82A1AA	10231
5D8DDB8C	11764
5D903741	2477
5D9484F3	6501
5D96E72C	8969
5D9AC78A	1146
5D9FC410	555
5DA4CC1A	6619
5DAD38A6	8459
5DB5B48A	10737
5DBF561B	10441
5DC25D4D	6400
5DC2FCAF	6253
5DC3F435	7789
5DC5368D	9326
5DC69718	1693
5DC9F73F	871
5DD70997	8734
5DDDBC5B	8822
5DEB2BD9	729
5DF0248B	7822
5DF863FA	4540
5DF94676	3437
5DFCDCE9	3552
5DFE37B9	3793
5DFEAB3B	10657
5E09D4E0	10820
5E0F616E	7619
5E1AA9DC	341
5E1BC324	6063
5E1E7493	7585
5E2A159B	9232
5E2C3E1D	8930
5E2E6741	3861
5E3061AB	8438
5E3840FC	517
5E38C412	1815
5E3A22BB	11093
5E4047D4	5096
5E486634	577
5E4F6579	3118
5E54028D	1726
5E54382A	712
5E5F11D8	8047
5E6FA073	8676
5E76BF75	3129
5E776E6C	4998
5E8A0544	7545
5E8C1AE9	653
5E8EA4BE	11370
5E8F604A	2114
5E8F71C7	6595
5E9B7BB5	9899
5EA676EA	2693
5EAFEBBC	184
5EB64BF6	7639
5EB84A63	4390
5EBCD24E	5661
5ECAB667	10566
5ECD1A8C	6811
5ED478D7	4565
5ED60072	8756
5ED8DBB5	4428
5EDC3423	7180
5EE588CD	4231
5EEF3ACC	2537
5EF2B877	5276
5EF5298D	912
5EFA25EF	902
5EFF0513	3366
5F0102FE	4501
5F020BE4	10061
5F07B334	10798
5F11D879	8051
5F153571	12035
5F1C9243	7348
5F2482F8	4117
5F2891D0	9538
5F37BEC6	2824
5F3DACED	11989
5F436336	11073
5F4369FB	7278
5F440477	11435
5F4892A2	3343
5F4EEF29	2497
5F510D45	10957
5F577C09	7817
5F58D16D	5480
5F5E0F61	7615
5F5EB84A	4386
5F633781	4923
5F67D9F9	3292
5F6C67EF	6937
5F7111FB	3902
5F72023F	4578
5F796563	5367
5F7A0686	1058
5F7B56D6	3711
5F8EA15D	982
5F914CA8	1392
5F91FA85	7428
5F94714E	1456
5F94E89A	5772
5F95D157	9105
5F972F1A	745
5F9A8B91	3876
5FA1B4BC	2054
5FC69BEF	12019
5FCF6BAA	9118
5FD3BDE8	156
5FD41F42	9351
5FD527E9	11228
5FD650F8	8894
5FDB913F	5813
5FDBD612	1649
5FDC122E	1552
5FDF5AE3	4520
5FE3FF2E	2934
5FE846A6	9056
5FE8A8B2	12098
5FE908AE	5232
5FF49E64	8550
5FF500A9	10520
5FF61594	1180
5FF6B337	1436
5FF89EE9	1757
5FFDCF99	470
5FFE2815	5509
6002C174	5614
6007275A	8762
6013E499	3030
60144252	6750
60236A5E	8918
60244BAC	275
60259F31	11200
60373499	1572
6037A387	10865
603CEAE4	8278
603D0C9C	7039
603F0D2E	9142
6046DEF7	10343
604A1BA8	7301
604AD2FA	2122
60544B5B	10319
60560F4E	7235
6058CA0E	5834
6058D4D8	8692
605BAA40	10999
605F3DAC	11985
606002C1	5610
606591A9	446
6070E329	7884
60763BB1	8253
6080AA76	8634
608BD850	11561
608E7049	797
608E7A88	8024
608EBE83	4295
608EF75A	10090
60919C04	5301
60934215	4704
60990737	1775
609A5B28	5715
609CEBBA	2084
60A86AA4	10234
60B55E30	8430
60B6B4EF	5331
60C39E82	8192
60CDC664	4757
60E57637	11757
60E9BC5B	11407
60EA7C54	3827
60F4ED1E	7241
60F56D7F	145
60F9ECDE	12059
60FB8833	10541
60FCF49B	12115
61045CE0	5547
610A5BD4	10769
61118CEF	4864
61156853	11897
611CDD71	11717
612097FF	461
6125C1E9	1659
612C5418	5792
61303310	8946
61399EF0	5155
613CC105	1706
6142771E	11570
614CD0A3	6766
614D9CE0	2266
61522403	12218
615232E2	10624
61529CA3	2389
615522DF	4605
615526CB	7332
61554354	680
61568481	21
6159452F	1186
615B337F	8705
615F07B3	10794
615F914C	1388
61605BAA	10995
616C61CA	1163
616E1F5E	7627
616F2F5D	5447
61701105	7926
617023AD	629
61741FEF	3764
6176D6D2	10734
61775C26	8731
617950E0	709
619C29DD	7723
619E9DAB	3163
61A0EC38	9584
61ABF5D7	8446
61ABFF83	11324
61AFB194	10849
61B1093E	6422
61B8063D	10451
61B85FDB	5805
61BABE14	3743
61C90695	8987
61CAD7FD	1171
61D4C5AD	1345
61D8BB7B	230
61E5CF10	8060
61EA4817	4845
61F0C885	7758
61F124D1	3946
61F4FD45	4195
61FF43EF	12290
62008DD9	11595
6208DEA1	6003
620BD7F5	11219
620D7D63	5473
620F2D0D	2892
62120BD0	3968
6214BCE1	6735
622347A2	5942
6223E3CB	2802
622AD8A2	4960
62337CA4	4238
623DC914	2996
62440238	1278
62442BAD	4091
624B083C	3181
624DDD8D	2972
625507B2	9815
62580F43	7034
625A3937	12189
6264DE66	3729
626D10AB	2907
626FC477	5134
6281205D	6241
6283D56D	9167
628B32EC	4969
628BDE3A	1118
62933D05	9914
62950850	8083
6297AF34	5656
629DF4C1	6988
62B764D1	8661
62C21ADE	1978
62C73489	6382
62CCC42B	6896
62D14FC0	2343
62D27263	11524
62DC0DFF	2767
62DD9327	7074
62E12F84	2784
62EDEEA3	235
62F476CF	1676
6304AA9D	3812
630DDFB9	6338
6310E2EA	2245
631DF811	11628
63235710	7697
63258968	12182
6328365C	10202
632838C3	5839
632C7ED3	5021
632CE8CA	1865
63364C5E	11081
6337818F	4927
6338F638	3693
6339DB76	9471
633B4BEC	6094
633BDBC7	4871
6345B738	5485
6347AC9F	587
6348FED4	5379
634C2910	923
634D1966	10188
634EB39D	215
6353615B	8697
6360B55E	8426
636304AA	3808
6365303D	11536
63680DD0	3456
63693BE5	7011
636ED4E4	4433
637316D8	2983
6376E316	11767
63785184	5536
6380394E	11160
6380C525	856
63895758	6975
638A797F	12087
638B5F7B	3703
63921B3A	369
63980967	11195
63A43A45	4402
63A78417	7602
63B2847F	3588
63B4BF2F	8234
63B5141D	9977
63BB11FF	8259
63CA1E09	4938
63CF6F94	5202
63D6E560	5703
63D85367	2261
63D8DA03	3451
63DCB355	10461
63DD9EC8	7473
63E0C4AB	10678
63E7F3F6	8599
63FA3547	4548
640DD052	2480
6416E49D	3266
641B1CB7	8562
641CDE7E	1780
6424D6B4	6353
64275443	11659
642B8BEC	308
643082FD	6958
643F3A9F	3049
6440FE81	8322
644493D0	1945
644B5A67	3512
644F56E6	842
645643F3	3043
645C75EE	4221
645F4404	11431
645FC69B	12015
6460F9EC	12055
6461F124	3942
646264DE	3725
6462DC0D	2763
646A6120	453
64752F1C	8473
648251D0	5736
648BB2DE	12156
648D9CF8	7148
64979500	1721
64AE9177	7778
64B394A9	2304
64B969D6	43
64BA9284	2155
64BE2E96	6721
64BF6C52	7645
64C41123	9751
64C59725	5856
64C5E3A2	11087
64C9C20C	7081
64C9E77B	3641
64CD04C4	2842
64D179BE	8669
64D4D31D	4769
64D5F436	7272
64D67DDC	7199
64DB3D7B	2526
64DE17F5	9342
64DE661B	3733
64E0A05F	1424
64E89688	10272
64F0006E	3493
64F97B63	4421
64FDC01D	10257
64FFD217	2464
6500B7D3	11468
650F86AE	8900
6514BE35	1191
6515F67D	3286
65180DE8	10860
6518ED45	9972
65213CD1	6504
652764C4	9743
652A00A4	5882
65303DA3	11540
65347A2F	11796
6536C877	5914
653C7C08	8216
6541DF9B	9951
654C53C9	9673
656348FE	5375
656360B5	8422
6569C1B0	8800
6579DAFD	3126
657E5CBC	742
65804F92	3027
65918B70	2760
6591A984	450
6598CA0D	10197
6599AF72	5593
65A382B0	1328
65A4EC78	4054
65A5634E	207
65B9CB3D	8972
65BB398A	8650
65C1497B	8745
65C2B837	256
65C2E4EC	939
65C4D2C3	11950
65C64F00	3487
65C9547D	5863
65CAB701	9295
65CB12DF	10212
65D9FC41	553
65DA4CC1	6617
65DC5368	9324
65DF9467	3435
65EAFEBB	182
65F4892A	3341
65F8EA15	980
660763BB	8251
6608EF75	10088
660919C0	5299
66099073	1773
660FB883	10539
661118CE	4862
6615F914	1386
661BABE1	3741
661F0C88	7756
662F476C	1674
66328365	10200
66347AC9	585
66389575	6973
663E7F3F	8597
664B394A	2302
664D4D31	4767
66536C87	5912
6654C53C	9671
665BB398	8648
665DA4CC	6615
6660919C	5297
666BDC86	5596
66750D3E	10978
6676D394	11267
66782784	10576
667C3C39	6464
6681B2DE	9209
6687D4B8	85
668B680C	8871
668C624D	2964
66917A3D	2107
66A5B4C4	11608
66AA3D43	2286
66B1E2B6	1149
66BDC860	5598
66BE06F3	6564
66C5D496	615
66C81260	11395
66E81D1C	9243
66EF6D97	11939
66F8F24F	6139
670109D3	5308
670429B3	766
670A776D	7726
6716770A	2185
672C95CD	5055
67302125	9728
67380899	2273
673E143B	7155
67403290	1089
67417E6A	3869
6750D3ED	10980
675735A3	1615
6757A6DE	9894
6761F4FD	4191
676283D5	9163
67632CE8	1861
6763D8DA	3447
676D394E	11269
676EAEE0	2699
6770ACC3	2191
67742D0A	9785
6774DFF2	57
677B1361	12206
677B3FAE	8492
677E04EF	2010
67827848	10578
6786DCF9	10390
6788DF7B	6858
678A7A89	7496
678C41E2	7972
6792C8BF	6788
67992EA4	2150
67A46C86	8526
67A76AE1	3166
67AFEEC2	1585
67B20A85	7480
67BC0433	5162
67C3C39D	6466
67C87AE8	9605
67C9FD8E	12076
67CA2DDB	10936
67CC5A62	11207
67D58B1C	6375
67D9F94C	3296
67DA035C	483
67DDCEBF	7205
67E532E9	3301
67EFA819	6945
67F0D400	3524
67F10406	558
680B5A29	2368
680C8D55	8879
680D71D4	488
680DD081	3460
681098B0	1969
681B2DE2	9211
68270AA1	7741
682B511F	429
682BEA29	3144
682D165D	9314
683B0E38	9587
68414A20	5969
684725A3	4806
68481244	27
6851DE65	3475
6853EB02	11905
685C4C17	7804
685F94E8	5768
68668C62	2960
686AFDA4	1068
686E475B	6020
68749549	6526
687D4B8E	87
688082A1	10282
6882A934	6171
6889AF4A	11034
688E1C2C	7855
688EC098	5121
68996013	3022
6899D5E9	9889
689AA60C	4747
68A72C61	2377
68AE3769	9070
68B0CBB4	6693
68B680C8	8873
68BCF948	12316
68C4B556	6829
68C624DD	2966
68C91E0C	4144
68D40608	11551
68D64DE1	9336
68D79219	572
68E0AC26	1331
68E376EC	4817
68E4DC67	12194
68E80B8A	1626
68E9269C	10010
6915FDBD	1643
69169CDD	9645
6917A3D8	2109
6920BFDB	10911
6928B110	8126
69299E64	2143
69302530	8150
693306A5	6622
693B1E3E	4057
693BE520	7015
693CA674	1079
6942C5FF	8540
6948C3BA	3992
694EC57C	4106
695511C8	8997
6958D3AC	210
695F9471	1452
696792C8	6784
696CA3B1	5720
696DA5E8	11360
697184F3	1699
697A3A92	11367
69882F5F	11216
699402DF	11465
699C10A6	763
699FC350	3521
69A226BD	11031
69B084F8	4361
69B84EE3	2033
69BEF5F1	12025
69C1B0F8	8804
69C7043D	11124
69CC7B88	10020
69CDDEF9	9651
69D6774D	51
69E492E8	9082
69F0B615	7322
69FACAC6	8775
69FB4789	7286
6A166C5D	609
6A1DCF76	11925
6A2836B6	539
6A2E44C3	3881
6A312E74	2319
6A31DA31	6820
6A328390	3090
6A3DB93C	4341
6A43C4B5	5353
6A4D273F	3202
6A4FDC73	4896
6A53D495	9042
6A5B303E	11826
6A5B4C4B	11610
6A5C724D	6632
6A5E2C3E	8926
6A612097	457
6A68AE37	9066
6A6A94B2	10477
6A7E8FF7	6439
6A82206F	4318
6A94B28F	10481
6A972CD1	1300
6A983371	4752
6AA3D436	2288
6AA490C5	10242
6AA77273	346
6AAEAD04	9485
6AB2BCDE	2577
6AB38963	5691
6AB7EACA	4468
6ABBFB0B	2426
6AC46E1C	6648
6AC6C419	9772
6ADA6704	758
6ADE5F6C	6929
6AE1892C	3174
6AE1C8AF	11139
6AE26023	8910
6AE52155	1042
6AEABF74	2223
6AEBE659	5583
6AF83FB3	1890
6AFD75DA	8449
6AFDA4F2	1072
6AFFE0C2	11327
6B05972A	9288
6B11E02C	10705
6B1456E0	11298
6B1B1A93	4887
6B1E2B61	1151
6B259B20	11388
6B337695	1442
6B3B433B	11996
6B47D467	6363
6B48AFCB	11866
6B4E2991	8462
6B4E599F	6455
6B4EF7A9	5337
6B56AE52	1036
6B5ABAF9	5578
6B65D9FC	549
6B66917A	2103
6B68668C	2956
6B700EE4	1363
6B75ADC0	1356
6B790D4B	1987
6B87253D	2207
6B8EB577	4529
6BA1723C	9513
6BA21AD5	1027
6BA51EF9	662
6BA984B1	5785
6BAABF31	9126
6BB974CA	12253
6BB9F161	11705
6BD1E313	10103
6BD28DF7	11041
6BD45410	8101
6BD465F8	972
6BDC8606	5600
6BE06F3F	6566
6BE27CA7	9565
6BEC6518	10852
6BF48D89	1267
6BF75A0A	3135
6BF8A61F	12280
6BFC610A	10761
6C0CA04A	2861
6C0D049E	1225
6C213E1F	4364
6C23644F	834
6C28857C	4490
6C319C59	2178
6C3D0F8F	3067
6C3E1577	8811
6C3FFA08	9266
6C3FFD8C	5010
6C40C4DA	4793
6C419DD0	9778
6C424F86	6425
6C44AF08	3241
6C50E4D3	8613
6C52FD3C	7653
6C546BD4	964
6C55855A	14
6C578275	10815
6C5958D8	8417
6C5CAA85	6843
6C5CF12D	2715
6C5D4961	617
6C61CAD7	1167
6C67EFA8	6941
6C6A4FDC	4892
6C72DF3B	8567
6C81260E	11397
6C83AE3F	292
6C84FF4C	1206
6C86942C	8534
6C8770BF	5920
6C87BFC0	11243
6CA3B164	5724
6CB18455	11890
6CB2AD91	11420
6CB5F1C9	7342
6CB78825	9216
6CBB9541	3321
6CC0F901	11831
6CCB9548	2669
6CCDFEF5	8710
6CE0AACC	9455
6CE235F4	11063
6CE2D2CA	777
6CEAE91E	378
6CF5EEF3	2531
6CFD771A	1686
6CFE72AE	8344
6D023DC4	7376
6D062D14	2337
6D0A457B	5265
6D10AB79	2911
6D122BE2	10152
6D17BE89	897
6D19DF81	2005
6D209619	7713
6D22BA74	10744
6D22BEEF	7097
6D246E95	10173
6D2F107E	2061
6D312E18	11615
6D32BFD7	10641
6D394E3F	11273
6D3C211B	1535
6D4FB48B	4271
6D646264	3721
6D6D22BA	10740
6D6EFD8C	6327
6D7F4EF7	153
6D88F724	2993
6D97134B	11947
6DA09C2A	7738
6DA482FF	10908
6DA5E8EA	11364
6DAB1B10	9769
6DAD9A45	2100
6DC6C595	8411
6DC8C0C3	9179
6DCE21BA	5492
6DCF91FD	10396
6DCFB2C2	8835
6DD2E8B0	7943
6DDAABAB	9480
6DDE1183	11746
6DEED629	9904
6DEF7F0C	10349
6E018F72	10454
6E0728F2	11308
6E0AED49	9834
6E0D2F0B	9425
6E13B8C7	2036
6E17F6E4	5808
6E1C0C92	6656
6E1F5EB6	7631
6E20FD95	8789
6E2740A9	11498
6E2B438B	6200
6E316FA0	11773
6E334996	2749
6E37CD2C	2593
6E44FEA4	5818
6E475BD2	6024
6E49DE26	3272
6E4F1C9A	4348
6E5609A5	5709
6E6380C5	852
6E64CD04	2838
6E6C3FFD	5006
6E716398	11187
6E72CF61	8975
6E7421D1	12128
6E783B04	3668
6E797A99	2686
6E81D1C9	9245
6E834E17	328
6E92D9A2	8862
6E958D34	10181
6EA15069	7310
6EA900C3	11004
6EAEE06C	2703
6EAF8531	3746
6EB5FFE2	5503
6EC3D2BF	4827
6EC4D581	10332
6EC5912D	3505
6EC7EE2F	3386
6ECABD93	3630
6ECE62B7	8653
6ED4E4DF	4437
6EDF897F	5221
6EF6D971	11941
6EFD8C37	6331
6F056F8F	1924
6F0C9210	6068
6F0F3CB1	9993
6F16CB2A	11414
6F16DCFB	8829
6F18F831	10673
6F1CDE6F	4671
6F1D0E89	7907
6F1DAC6C	4880
6F21E791	6043
6F2B15A8	4330
6F2F5D11	5451
6F331267	10924
6F333560	8180
6F3A139F	4683
6F3A15F9	7418
6F3D5F51	10949
6F3F8039	6574
6F401B10	4784
6F467302	9722
6F49C6F2	6033
6F4E19AF	6555
6F503447	6284
6F527AE8	10778
6F53FE02	8364
6F584970	1654
6F5E8F71	6591
6F5FDC12	1548
6F620F2D	2888
6F680B5A	2364
6F74D3A7	7511
6F86BA21	1021
6F8F24F9	6141
6F8F52D9	1932
6F92060F	135
6F94BDBB	5210
6FA07360	8680
6FA08E31	11781
6FA26518	9964
6FBA15FF	10510
6FBD7C54	12028
6FC477B7	5138
6FD586E0	10444
6FDEF663	8587
6FE6F3A1	7412
6FF0C1A2	6682
700087CB	10604
7004A3D2	3223
700764E8	10264
700EE4C7	1367
70101A0B	9305
70109D3B	5310
7011051B	7930
7023AD23	633
702B7428	11449
70324922	6661
70347AF2	10420
7037FD62	2772
70429B38	768
7043DAB8	11130
7048B9F1	1557
70492090	805
70525ED6	8748
70599531	9666
705C821A	9632
706C3E15	8807
707089F6	6227
707A662F	1666
70831B48	7088
7089F628	6231
7097534F	6403
7097B2AD	10561
70997052	8740
709B0A21	4485
709FA6E0	9415
70A776DA	7728
70AA1987	7747
70ACC36B	2195
70AE0DC7	259
70B27BD4	7864
70B2B0AD	1252
70B93B39	942
70BF2BD2	6256
70BF8FA6	5928
70D08E86	7185
70D30722	6307
70D3A678	7962
70E329DE	7888
70E677B3	8486
70E80480	8509
70F82246	5898
70FD0D68	7792
7106D209	7707
71106BB9	12245
7111FBC0	3906
7112DFE4	7052
711DDDC1	9621
711DFEAB	7387
711E4B03	7569
71224715	11685
712DA4A2	8119
71305F57	7809
7134B0EB	11953
713EDB45	888
7145E5F1	8041
714DA359	9329
714EA789	1464
715386BB	11695
715A6889	11026
71629508	8079
71639809	11191
716440FE	8318
716770AC	2187
71765B9C	8966
71770975	6397
71817CF6	11982
7184E67B	5152
7184F304	1703
718A2F78	1115
7193C001	3490
71984463	4859
719857E4	1383
71993534	4764
719DEC4D	12203
71A0AD44	426
71A5C613	1696
71B16563	8414
71BC879E	6040
71C10F6A	11127
71C7ED66	6603
71C935AB	6637
71CCC03F	4905
71CCFC92	2557
71D1B8CD	2742
71D48140	496
71D7B962	4226
71D80912	270
71E2E775	11580
71E96F50	6276
71EFDD08	11729
71F70D30	6301
71F96460	12047
71FB5997	6606
7200441E	5072
72023F1F	4582
72030787	4017
72086916	9637
721400F5	7453
7215C441	12238
72181800	5605
722B46D6	6317
722BE2B6	11146
723030EF	9182
7231F43F	9008
7233E4A4	3403
7237F423	10365
723BFF83	1502
723CE07C	9521
724106C3	9256
7241A554	8990
72452CA1	3003
72490C53	7353
724D6AC4	6640
7253D6AE	2213
72551F7A	5866
7258683B	9579
725A38DD	4812
725D4B5C	2618
725F7111	3898
72636530	11532
7269B084	4357
727323ED	354
7274BBFF	5423
7275A7EB	8768
727DCFF7	874
728F0C7F	2398
728F261A	11314
72972E7E	8296
72AA1678	6848
72AD5515	2448
72ADC040	9298
72AE876F	8352
72B5FF61	1174
72BCAF71	414
72BDB151	957
72C4B7E2	10215
72C61529	2383
72C95CD1	5057
72CD153E	1306
72CD55A9	10466
72CF61C9	8979
72DF3B74	8571
72E7ECCD	8302
72F1AB69	751
73021259	9730
7305B08D	827
73136BF8	12272
7316D88F	2987
731EE203	10023
73202920	1831
732156E9	8852
7323ED8E	358
73278F0B	2631
732F783A	4167
73300FCD	4908
733F24BC	2560
73472004	5066
73489C5D	6388
73499EBF	1578
735725D4	2612
735A3A02	1621
735ECD1A	6807
736058D4	8688
73608E7A	8020
7373F01D	10879
7375C7BF	11722
7377BE70	9654
7379BCE8	4676
7379FBBA	1785
7380899A	2275
7382DED0	5556
73886EB5	5495
73974037	5633
739AC515	11293
73A4BD0E	3561
73AEE9B6	2089
73AFC038	7212
73C40471	8067
73C4B4DF	2720
73C53AD2	8393
73CF58A5	5647
73D57203	4009
73DD9BBD	11932
73DDD179	4987
73E143BD	7157
73E47F7D	10399
73E67DA0	477
73ECB0B7	8838
73F01D41	10883
73F58835	5466
73FDC4FB	881
73FDF2E5	6487
73FE11C0	3212
74000ED1	9549
74032907	1091
740373CF	5639
740A9EC0	11504
741495F4	2487
7417E6A2	3871
7418B331	6891
741FEF32	3768
74206851	3467
7421D139	12132
7421FD88	5992
74226DDE	11738
7426D062	2331
74286994	11457
742D0ABD	9789
74334028	5747
7436A166	603
743A2426	7912
743D65DF	3427
74473F58	5460
744E7E08	12139
7455FCF6	9112
745E776E	4994
746E2740	11494
746E3349	2745
746FDEF6	8583
74724106	9252
7488E50B	1741
7491CE5D	5626
7493D8E9	7593
7495490A	6530
74B16DA4	10900
74BA2C15	7946
74BBFFB4	5427
74BD1631	2235
74CAB5CC	12261
74D11F5D	3540
74D3A751	7515
74DAFF18	10756
74DB2EE5	3316
74DFF2F2	61
74EF0D60	5319
74FA5FE3	2926
750774B1	10892
750D3ED8	10982
751D4C92	7525
75205011	499
752585C0	622
75296CE2	11055
752D7327	2623
752F1C39	8477
75316B75	1348
75324A7D	7530
7534FA58	6409
75380E02	10827
7543BE20	995
75443438	11665
7549A267	9882
7564BE2E	6717
75735A3A	1617
757A6DEE	9896
757B51E3	4562
758239C1	794
7584C0CC	8943
7585DB5B	10731
75880237	11592
758A77D3	6985
75909D51	11656
759DD37F	54
75A0AFA8	3141
75A7EB2B	8772
75ADC03B	1360
75AF478C	10100
75BC3CF2	9990
75BD271B	6030
75C25ECA	10558
75C265C1	8737
75C7BF74	11726
75C7DC34	6298
75DAD38A	8457
75DBF561	10439
75DFEAB3	10655
75EE588C	4229
760244BA	273
760A86AA	10232
760EA7C5	3825
7615232E	10622
761D8BB7	228
761E5CF1	8058
761F4FD4	4193
76283D56	9165
762EDEEA	233
7632CE8C	1863
7637316D	2981
76376E31	11765
763BB11F	8257
763D8DA0	3449
7640DD05	2478
7645C75E	4219
764C4112	9749
764C9C20	7079
764D179B	8667
764DB3D7	2524
764E8968	10270
765213CD	6502
765B9CB3	8970
7665BB39	8646
76660919	5295
766A5B4C	11606
766B1E2B	1147
766EF6D9	11937
767B20A8	7478
767F1040	556
7681098B	1967
76899601	3020
768C4B55	6827
7693306A	6620
7695F947	1450
769E492E	9080
76A1DCF7	11923
76A5B303	11824
76AAEAD0	9483
76AE1892	3172
76B1B1A9	4885
76B4E299	8460
76B4E599	6453
76BF75A0	3133
76CFD771	1684
76D394E3	11271
76D6D22B	10738
76DA09C2	7736
76DDAABA	9478
76E316FA	11771
76E6C3FF	5004
76EAEE06	2701
76EC3D2B	4825
76F16DCF	8827
76F3D5F5	10947
76F401B1	4782
76F53FE0	8362
76FD586E	10442
7702B742	11447
7705C821	9630
77097534	6401
770ACC36	2193
770BF2BD	6254
770BF8FA	5926
770FD0D6	7790
77122471	11683
7714DA35	9327
7719857E	1381
771A5C61	1694
771E2E77	11578
7723BFF8	1500
7727323E	352
7727DCFF	872
773AFC03	7210
773DD9BB	11930
7742D0AB	9787
7745E776	4992
774B16DA	10898
774DFF2F	59
77549A26	9880
77588023	11590
775C265C	8735
77637316	2979
776DA09C	7734
776E6C3F	5002
776F16DC	8825
77705C82	9628
7776F16D	8823
777705C8	9626
778460E5	11749
77899457	3279
77944C33	4622
77997193	3482
779F6F1D	7899
77A14952	3843
77A9555C	11969
77AA8111	6875
77ACAF65	730
77B13615	12208
77B1D998	5288
77B3FAED	8494
77B7184E	5146
77B9DA96	11817
77BE7059	9658
77BEF840	3651
77C0922E	7823
77C573FD	6479
77C6D122	10146
77D3048A	6993
77D9823B	10083
77E04493	11633
77E04EFC	2012
77E18FE8	4541
77E519D8	3438
77E6FA26	9958
77EDF231	4728
77EE6424	6345
77F373A4	3553
77F8DEE6	3794
77FAACCC	7392
77FAACED	10658
780B2A3A	10712
780FBEED	4453
7818F287	4933
78275380	10821
7827848A	10580
7827CA58	4947
78339387	4153
783AF435	4175
783B04C1	3672
783D85B8	7620
78417D78	7608
78460E57	11751
7848AB20	10586
78518411	5540
785FD41F	9347
786AA772	342
786DCF91	10392
786F0C92	6064
786F86BA	1017
7871D1B8	2738
7879D24F	7586
787A3ABC	3609
787BC87A	4027
788255E2	9222
78825BCC	8171
788DF7BD	6860
788FF7F2	7254
7894F07A	1474
78981286	7296
7899457D	3281
78A7A89B	7498
78A8566E	9233
78ACB535	6124
78AD85B1	1156
78B0F875	8931
78B99D05	3862
78B9DD62	11583
78BE7A0F	7983
78C186AF	8439
78C41E2F	7974
78C4D4E1	10110
78D54589	4080
78D7DC80	4573
78E103F0	518
78E172BC	406
78E31049	1816
78E88AEF	11094
78EB3C2A	1127
78F0B451	2637
78F8BF27	4066
79011F51	5097
790D4B26	1991
7913B5E1	6053
792198D1	578
7924BA28	9085
792C0D78	7574
792C8BF5	6790
793D95E7	3119
793FF4D8	12169
7943EEF4	105
7944C333	4624
79500A37	1727
7950E0AB	713
7954E264	7136
79656348	5371
7973C404	8063
79793D95	3115
797A99DB	2690
797C4761	8048
797DB19F	6934
797FA2A2	12095
79906C72	8559
7992EA4A	2152
7997193C	3484
79986EAF	3738
79B8DF34	2590
79BC7379	4668
79BCE84E	4680
79BE81CD	8677
79D24F63	7590
79D3E97F	2923
79DAFDD6	3130
79DDB9B0	4999
79DEFBE1	3648
79E44ED7	6050
79F6F1D0	7901
79FBBA01	1789
7A0686AF	1062
7A0B8EF9	8201
7A0D11F1	167
7A0F239F	7991
7A149522	3845
7A281511	7546
7A2FD24B	5952
7A2FF09D	11804
7A306BA5	654
7A338541	4039
7A387373	10871
7A3A92F8	11371
7A3ABC02	3613
7A3D812B	2115
7A3DC71F	6596
7A46C869	8528
7A5BD40D	6279
7A5CD823	8015
7A652A00	5878
