# word	offset_symbols  (frame=12320 symbols; window=16 symbols, MSB-first {sign(I),sign(Q)})
98DA4EF9	7010
98E03149	855
98E255D6	6974
98E90E91	4401
98F3DBE5	5201
98F614D9	2260
98F767B2	7472
98F9FCFD	8598
9905B927	3265
9906C72D	8561
9907379F	1779
990935AD	6352
991590FC	3042
991D4BC7	8472
9922ECB7	12155
9923673E	7147
992CE52A	2303
992EA4A1	2154
993165C9	5855
99334131	2841
993534C7	4768
99379986	3732
993E5ED8	4420
99402DF4	11467
99457D9F	3285
99463B51	9971
994A8029	5881
994DB21D	5913
994F1F02	8215
995314F2	9672
996013E4	3026
996462DC	2759
99666BDC	5592
996958D3	206
996ECE62	8649
9970525E	8744
997193C0	3486
99769330	6616
9981D8EE	8250
99824670	5298
9986EAF8	3740
998BD1DB	1673
99AA8F50	2285
99AF7218	5597
99C10A6C	765
99D00CA4	1088
99D05F9A	3868
99D434FB	10979
99D5E9B7	9893
99DB4E53	11268
99DBABB8	2698
99DECFEB	8491
99E09E12	10577
99E31078	7971
99E64BA9	2149
99EBFBB0	1584
99EF010C	5161
99F0F0E7	6465
99F21EBA	9604
99F27F63	12075
99F28B76	10935
99F680D7	482
99FC3500	3523
9A06CB78	9210
9A1D2552	6525
9A1F52E3	86
9A20AA4D	6170
9A226BD2	11033
9A23B026	5120
9A26757A	9888
9A26A983	4746
9A2B8DDA	9069
9A2DA032	8872
9A318937	2965
9A324783	4143
9A45E8F6	2108
9A4A6799	2142
9A5B28EC	5719
9A5B697A	11359
9A6C213E	4360
9A731EE2	10019
9A8B9130	3880
9A8C4B9D	2318
9A9349CF	3201
9A94F525	9041
9A96D312	11609
9AA52CA3	10480
9AA60CDC	4751
9AA8F50D	2287
9AACAF37	2576
9AACE258	5690
9AC515B8	11297
9AC78AD8	1150
9AC966C8	11387
9AEA612C	5784
9AF4A37D	11040
9AF51504	8100
9AF72181	5599
9AF81BCF	6565
9B084F87	4363
9B0A215F	4489
9B0FFF63	5009
9B175258	616
9B204983	11396
9B20EB8F	291
9B21EFF0	11242
9B2D7C72	7341
9B382AB3	9454
9B38B4B2	776
9B408F71	7375
9B418B45	2336
9B442ADE	2910
9B4677E0	2004
9B4CAFF5	10640
9B6B6691	2099
9B778460	11745
9B7BB58A	9903
9B82BB52	9833
9B834BC2	9424
9B84EE31	2035
9B8DF34B	2592
9B9D0874	12127
9BA07472	9244
9BA0D385	327
9BBDB65C	11940
9BC5B2CA	11413
9BC7379B	4670
9BCE84E7	4682
9BCE857E	7417
9BDA02D6	2363
9BDD34E9	7510
9BE3C93E	6140
9BE81CD8	8679
9BE89946	9963
9BEF5F15	12027
9BF11DED	5137
9BF9BCE8	7411
9C04274E	5309
9C10A6CE	767
9C124824	804
9C16654C	9665
9C1B0F85	8806
9C20C6D2	7087
9C29DDB6	7727
9C2A8661	7746
9C44B7F9	7051
9C58E602	11190
9C59DC2B	2186
9C5DC25D	6396
9C6F21E7	6039
9C7043DA	11126
9C85003D	7452
9C961A0E	9578
9C98D94C	11531
9CA3C31F	2397
9CABA1DB	8351
9CAF6C54	956
9CB1854A	2382
9CB25734	5056
9CB3D872	8978
9CC08496	9729
9CC7B880	10022
9CC80A48	1830
9CC8FB63	357
9CDDEF9C	9653
9CE02266	2274
9CEBBA6D	2088
9CF7745E	4986
9CF850EF	7156
9CFF8470	3211
9D00CA41	1090
9D02A7B0	11503
9D05F9A8	3870
9D08744E	12131
9D087F62	5991
9D09B418	2330
9D24F63A	7592
9D2EFFED	5426
9D36BFC6	10755
9D36CBB9	3315
9D3BC358	5318
9D3E97F8	2925
9D434FB6	10981
9D475324	7524
9D4E0380	10826
9D510D0E	11664
9D592F8B	6716
9D5CD68E	1616
9D5E9B7B	9895
9D608E70	793
9D6176D6	10730
9D642754	11655
9D6774DF	53
9D69FACA	8771
9D76FD58	10438
9D83A9F1	3824
9D8762ED	227
9D87D3F5	4192
9D8A0F55	9164
9D8CB3A3	1862
9D8F6368	3448
9D931044	9748
9D996ECE	8645
9DA04262	1966
9DA96CC0	11823
9DAB8624	3171
9DAFDD68	3132
9DB4E538	11270
9DB76AAE	9477
9DBABB81	2700
9DC2B30D	2192
9DC4891C	11682
9DC78B9D	11577
9DC8EFFE	1499
9DC9CC8F	351
9DD0B42A	9786
9DD37FCB	58
9DD62008	11589
9DDB6827	7733
9DDB9B0F	5001
9DE26515	3278
9DE7DBC7	7898
9DEC4D85	12207
9DECFEBB	8493
9DEE76A5	11816
9DEFBE10	3650
9DF15CFF	6478
9DF1B448	10145
9DF4C122	6992
9DF813BF	2011
9E09E122	10579
9E0EC130	3671
9E105F5E	7607
9E122AC8	10585
9E1B73E4	10391
9E237DEF	6859
9E253C1E	1473
9E29EA26	7497
9E31078B	7973
9E355162	4079
9E3C2D14	2636
9E44ED78	6052
9E492E8A	9084
9E4B22FD	6789
9E50FBBD	104
9E553899	7135
9E5EA676	2689
9E5FE8A8	12094
9E641B1C	8558
9E64BA92	2151
9E6F1CDE	4667
9E77BEF8	3647
9E82E3BE	8200
9E83C8E7	7990
9E91B21A	8527
9E9DAB86	3167
9EA23714	8031
9EA26F74	7503
9EB37F53	3924
9EBA1857	10785
9EBFBB0B	1586
9EC0A362	11512
9EC82A15	7481
9ECDE99F	12065
9EDCAB55	2443
9EE96609	1765
9EEAD321	1237
9EF010CD	5163
9EF520D8	7871
9EFE8B32	6155
9F0B6155	7324
9F0CA1E2	6113
9F0F0E77	6467
9F125BD8	2879
9F151DE8	3834
9F1611CD	11711
9F180DCD	1567
9F21EBA1	9606
9F27F638	12077
9F28B76F	10937
9F29622A	4952
9F29C961	9572
9F316988	11208
9F4F1B42	5256
9F562C73	6376
9F56C3D0	3061
9F5E8A05	7541
9F628120	6237
9F67E532	3297
9F680D71	484
9F6F1D0E	7903
9F6FBA15	10506
9F73FDC4	877
9F7436A1	599
9F773AFC	7206
9F7D3C7A	8003
9F822648	12146
9F915824	4695
9F94CBA7	3302
9FA3FDDA	6442
9FA6C87B	11237
9FA6E0D2	9419
9FACAC6E	8777
9FAE5F02	10053
9FB335C5	8307
9FB47898	7288
9FBBA014	1791
9FBEA064	6946
9FC35001	3525
9FC4101A	559
9FC5E38C	1809
9FCFDB14	8604
9FD6A972	1294
9FD8E29E	12082
9FD9D8CB	1856
9FFD083D	4641
A00A470F	5888
A0120367	8514
A014E9FC	1799
A02D68A7	2369
A02E2B69	1631
A0323555	8880
A03255AB	1879
A035C752	489
A0374206	3461
A040F87C	1405
A04262C2	1970
A0445D06	6882
A0481770	6244
A04AB9F1	2869
A05395B3	8333
A05447C0	7551
A0553C54	5518
A05F95D1	9101
A05FF6B3	1432
A0643082	6954
A0686AFD	1064
A06CB788	9212
A0736058	8684
A0747241	9248
A0828D6B	9276
A0881BCA	4321
A08E3194	11785
A09C2A86	7742
A0AD447C	430
A0AFA8A4	3145
A0B45977	9315
A0B8EF99	8203
A0CF6ADE	6921
A0D08D6A	4306
A0D11F19	169
A0D385E1	331
A0D972C4	10207
A0DAD976	544
A0E30E64	5844
A0E403E2	3097
A0EC38E3	9588
A0F239F7	7993
A0F55B72	9170
A101456C	2166
A1052882	5970
A11A9A2B	9061
A11C968E	4807
A11DA265	3015
A11FC0C7	3595
A1204911	28
A1216CB1	11882
A1294654	9941
A12B308D	10294
A139F915	4689
A1414F7D	9367
A1477997	3476
A1495225	3847
A14FAC0A	11906
A15069F0	7314
A154A2A7	7439
A159BA07	9238
A159E29E	7491
A15A1B91	6015
A15D50EF	990
A15F91FA	7424
A15FF500	10516
A166C5D4	611
A16788DF	6854
A171305F	7805
A1723CE0	9517
A17E53A2	5769
A1857C1E	10791
A19359F7	7196
A1987C32	7753
A19A3189	2961
A1A6500B	11462
A1AA9243	10239
A1ABF693	1069
A1B4BC41	2058
A1B91D6F	6021
A1BA8541	7307
A1BE4818	132
A1C26C28	4482
A1C47777	9618
A1D25524	6527
A1DBD4FF	8359
A1DCF766	11927
A1E09F29	4944
A1E2B2D4	6121
A1F52E3B	88
A1FEF6AB	2416
A2020A84	10283
A2083A9D	5979
A20AA4D2	6172
A215F010	4495
A21AD5AB	1031
A226BD28	11035
A22BBEA3	11099
A237145E	8035
A23870B2	7856
A23B0262	5122
A2426170	7918
A2474000	9543
A255685F	5760
A25A2020	10277
A25BFC30	6677
A25EF529	908
A263693B	7007
A26518ED	9968
A265804F	3023
A26757A6	9890
A26A9833	4748
A26BA984	5781
A26E0AED	9830
A26E834E	324
A26F74D3	7507
A281511F	7548
A2817E57	9098
A2836B65	541
A284A519	9938
A28A05F9	9095
A2929867	3154
A29A4A67	2138
A29CB185	2378
A29DC8EF	1495
A2A2CA60	12103
A2A72140	7447
A2B12D7B	3355
A2B8DDA7	9071
A2BAE5DF	3783
A2C1570D	7952
A2C32ED1	6694
A2C44224	8131
A2CA60FC	12107
A2CC9A20	6162
A2CCBB09	4972
A2DA0323	8874
A2DDBCF5	10942
A2E44C31	3883
A2F3E521	12317
A2F78EB3	1121
A2FD24B5	5954
A2FEAF0C	5398
A2FF09DE	11806
A306BA51	656
A312D55B	6830
A312E742	2321
A3189377	2967
A31DA312	6822
A3247833	4145
A3280C95	1874
A3283900	3092
A3385419	4041
A3501822	11552
A354757B	4554
A35766B1	1141
A3593785	9337
A35AC165	9283
A35E4866	573
A362D272	11520
A37488E5	1737
A37AFC67	5043
A37DD4A5	11048
A382B098	1332
A387373F	10873
A38A9B38	9446
A38DDBB0	4818
A393719D	12195
A394C31A	11111
A3969679	6778
A3A02E2B	1627
A3A49A73	10011
A3A92F89	11373
A3ABC021	3615
A3AF9D61	10722
A3B16482	5728
A3C31FCA	2401
A3C986AF	11317
A3CD5970	247
A3D246C4	3231
A3D43664	2292
A3D812B4	2117
A3DB8AD0	6195
A3DB93C7	4343
A3DC71FB	6598
A3DF298F	5191
A3E54E37	8379
A3E901F9	10492
A3FDDAD3	6446
A4030D1F	11009
A407E7DB	10497
A40B2509	4250
A41FCF4D	1100
A422BB91	5237
A43A4509	4406
A43C4B5F	5355
A440CFC7	2510
A441970B	932
A44427EB	10044
A44AA0CF	6913
A450993E	4412
A457BCAE	5271
A457F6F5	1644
A45A7377	9646
A45DC3F4	7785
A45E8F60	2110
A46058CA	5830
A46C8694	8530
A470F822	5894
A47BD12E	387
A47D968E	1321
A4817198	4851
A482FF6F	10912
A4830B8F	1840
A490C593	10246
A49A731E	10015
A4A10145	2162
A4A2C442	8127
A4A38A9B	9442
A4A619E9	3157
A4A67992	2144
A4B668B6	8865
A4BD0EC5	3565
A4BE26B2	11378
A4C094C1	8151
A4CC1A97	6623
A4CF414B	9917
A4D273FE	3204
A4D2D302	6180
A4EC78F8	4058
A4EF9480	7016
A4F0B39A	5678
A4F299D0	1080
A4F660FB	10533
A4F89174	3415
A4FDC733	4898
A50B17FD	8541
A5195077	9946
A51EF946	666
A5230EE9	3993
A52CA3E9	10484
A53B15F2	4107
A53D495F	9044
A5421439	8086
A5544723	8998
A5557181	11974
A5634D19	10184
A5634EB3	211
A57CDEFB	2821
A57E51C5	1453
A586C424	6419
A58852F3	6732
A588AB62	4957
A59357D0	7269
A5982641	1770
A59E4B22	6785
A5A90F12	5350
A5B28EC5	5721
A5B303E4	11828
A5B388D7	11060
A5B4C4B8	11612
A5B697A3	11361
A5BD40D1	6281
A5BD49EB	10775
A5C613CC	1700
A5C724D6	6634
A5CB3454	1303
A5CB9FB3	8299
A5CD8239	8017
A5CF55C8	4006
A5E2C3E1	8928
A5E8C1AE	651
A5E8EA4B	11368
A5EBCD24	5659
A5FE3FF2	2932
A60CDC66	4755
A60FCF49	12113
A612097F	459
A612C541	5790
A619E9DA	3161
A61FF43E	12288
A620BD7F	11217
A622347A	5940
A6323571	7695
A634C291	921
A63A43A4	4400
A63CF6F9	5200
A63D8536	2259
A64752F1	8471
A6500B7D	11466
A652A00A	5880
A662F476	1672
A670429B	764
A6740329	1087
A676EAEE	2697
A678C41E	7970
A67992EA	2148
A67C9FD8	12074
A67F0D40	3522
A6874954	6524
A6889AF4	11032
A68AE376	9068
A69299E6	2141
A6A312E7	2317
A6A4D273	3200
A6A53D49	9040
A6A94B28	10479
A6C213E1	4362
A6C87BFC	11241
A6CE0AAC	9453
A6CE2D2C	775
A6D32BFD	10639
A6DAD9A4	2098
A6DEED62	9902
A6E0D2F0	9423
A6E13B8C	2034
A6F16CB2	11412
A6F680B5	2362
A6FBD7C5	12026
A706C3E1	8805
A71C10F6	11125
A721400F	7451
A7258683	9577
A728F0C7	2396
A72C6152	2381
A731EE20	10021
A7377BE7	9652
A7421FD8	5990
A74DAFF1	10754
A74DB2EE	3314
A751D4C9	7523
A7564BE2	6715
A758239C	792
A75909D5	11654
A759DD37	52
A75DBF56	10437
A760EA7C	3823
A7665BB3	8644
A76AE189	3170
A7723BFF	1498
A7727323	350
A776DA09	7732
A779F6F1	7897
A77C6D12	10144
A77D3048	6991
A78417D7	7606
A7894F07	1472
A7924BA2	9083
A797FA2A	12093
A79BC737	4666
A7A89BDD	7502
A7ACDFD4	3923
A7B028D8	11511
A7C2D855	7323
A7C32878	6112
A7C5477A	3833
A7D5B0F4	3060
A7D7A281	7540
A7E8FF76	6441
A7EB2B1B	8776
A7ED1E26	7287
A7F178E3	1808
A80291C3	5887
A8103E1F	1404
A8111741	6881
A8190C20	6953
A82206F2	4320
A833DAB7	6920
A84ACC23	10293
A85053DF	9366
A8541A7C	7313
A85528A9	7438
A8566E81	9237
A85678A7	7490
A85686E4	6014
A857543B	989
A859B175	610
A859E237	6853
A8661F0C	7752
A86AA490	10238
A8773DD9	11926
A87FBDAA	2415
A88DC517	8034
A896FF0C	6676
A89BDD34	7506
A8A0DAD9	540
A8A4A619	3153
A8A69299	2137
A8AC4B5E	3354
A8B2983F	12106
A8B9130C	3882
A8C4B9D0	2320
A8C768C4	6821
A8CA0E40	3091
A8D5D9AC	1140
A8E530C6	11110
A8EBE758	10721
A8F3565C	246
A8F50D99	2291
A8F6E4F1	4342
A8F7CA63	5190
A900C347	11008
A90F12D7	5354
A912A833	6912
A9181632	5829
A9205C66	4850
A9243164	10245
A9284051	2161
A92F89AC	11377
A9349CFF	3203
A934B4C0	6179
A93D983E	10532
A93F71CC	4897
A94B28FA	10483
A94F5257	9043
A9555C60	11973
A96A43C4	5349
A96CC0F9	11827
A96D312E	11611
A971C935	6633
A972CD15	1302
A978B0F8	8927
A9833719	4754
A984825F	458
A984B150	5789
A98F614D	2258
A99DBABB	2696
A9A2B8DD	9067
A9A8C4B9	2316
A9AA52CA	10478
A9B382AB	9452
A9C85003	7450
A9D087F6	5989
A9D608E7	791
A9D83A9F	3822
A9D996EC	8643
A9DC9CC8	349
A9E253C1	1471
A9EB37F5	3922
A9EC0A36	11510
A9F0CA1E	6111
A9F151DE	3832
A9F56C3D	3059
A9FA3FDD	6440
AA0445D0	6880
AA0881BC	4319
AA0CF6AD	6919
AA16788D	6852
AA1987C3	7751
AA29A4A6	2136
AA3D4366	2290
AA3DF298	5189
AA4030D1	11007
AA490C59	10244
AA4D2D30	6178
AA52CA3E	10482
AA5CB345	1301
AA60CDC6	4753
AA760EA7	3821
AA7665BB	8642
AA772732	348
AA811174	6879
AA859E23	6851
AA8F50D9	2289
AA924316	10243
AA9D83A9	3820
AA9DC9CC	347
AAB63B28	3582
AABAB411	9486
AABF3160	9130
AAC51B32	2660
AACAF379	2578
AACC6339	9463
AACCC826	7398
AACE258F	5692
AACEDBC6	10664
AAD8ECA1	3583
AADFAB28	4469
AAEAD044	9487
AAEFEC2F	2427
AAFCC580	9131
AAFDD2F4	2228
AB11B870	6649
AB146CCB	2661
AB1B1067	9773
AB208700	10594
AB28709B	4477
AB2BCDE6	2579
AB318CE7	9464
AB33209B	7399
AB38963D	5693
AB3AE001	10690
AB3B6F18	10665
AB41132E	9492
AB49A23B	5114
AB4C870B	1242
AB554559	2451
AB5CC4DA	12267
AB5DEB2B	725
AB628B32	4965
AB63B284	3584
AB645F44	11427
AB667827	10572
AB699C10	759
AB70101A	9301
AB71765B	8962
AB77549A	9876
AB797DB1	6930
AB79D3E9	2919
AB7EACA1	4470
AB8624B0	3175
AB8722BE	11140
AB89808D	8911
AB928A77	1488
AB935CA5	8287
AB948555	1043
AB9F125B	2875
ABA1DBD4	8355
ABA47BD1	383
ABAAFDD2	2224
ABAB4113	9488
ABAF9966	5584
ABB81B17	2706
ABBFB0BE	2428
ABC021BB	3619
ABC2696D	11352
ABC33ACD	5405
ABD93279	3636
ABDA5230	3987
ABDEB8B0	9799
ABE0FECF	1891
ABE14C7D	3749
ABF31603	9132
ABF5D76B	8450
ABF693CA	1073
ABF74BD1	2229
ABFAEF04	187
ABFF8308	11328
AC06D246	10167
AC0ADDA8	11914
AC165CAB	9289
AC1BD386	6550
AC261D4C	1339
AC2B6BF4	1259
AC46E1C0	6650
AC4780B2	10706
AC4B5EFF	3358
AC515B81	11299
AC51B32E	2662
AC56A3DB	4335
AC6C419D	9774
AC6C6A4F	4888
AC6E20FD	8785
AC78AD85	1152
AC821C00	10595
AC966C81	11389
AC9B20EB	287
AC9F7436	595
ACA1C26C	4478
ACAC6E20	8781
ACAF379B	2580
ACAF657E	734
ACB5359B	6128
ACC237BF	10299
ACC36B87	2199
ACC41A2F	12307
ACC4B71C	2547
ACC6339D	9465
ACCC826F	7400
ACCDDA57	1443
ACD57274	5415
ACDFD4C5	3927
ACE258F5	5694
ACE761D8	222
ACEB8006	10691
ACED0CEC	11997
ACEDBC63	10666
ACF0A8D5	1132
AD044CBB	9493
AD0E2CF0	6205
AD1B5BBF	6322
AD1F519F	6364
AD216DC6	8403
AD22BF2E	11867
AD23FA5E	641
AD2688EC	5115
AD2FAA29	2128
AD321C2C	1243
AD38A647	8463
AD39667C	6456
AD3BDEA5	5338
AD447C60	434
AD551564	2452
AD5AB948	1037
AD5DF863	4536
AD6AEBE6	5579
AD73136B	12268
AD77ACAF	726
AD7FD856	1177
AD7FF8A0	5506
AD85B187	1160
AD8A2CCB	4966
AD8E00E5	11157
AD8ECA11	3585
AD917D10	11428
AD92FDB1	7642
AD9767F1	550
AD99E09E	10573
AD9A45E8	2104
ADA19A31	2957
ADA457F6	1640
ADA53B15	4103
ADA67042	760
ADAFD236	1264
ADC03B93	1364
ADC04068	9302
ADC5D96E	8963
ADD0A1A6	11454
ADD6B700	1357
ADD9345E	8664
ADDA8773	11920
ADDD5268	9877
ADDEA555	11966
ADE4352C	1988
ADE5F6C6	6931
ADE74FA5	2920
ADFAB287	4471
AE001AC4	10696
AE0DC760	263
AE1298E9	4393
AE14D790	5087
AE1892C2	3176
AE1C8AF8	11141
AE1C94F5	2208
AE1DEC76	5283
AE260236	8912
AE2C1895	9806
AE2FB289	313
AE3769E4	9074
AE3AD5DF	4530
AE3F642B	300
AE4A29DC	1489
AE4D7297	8288
AE521555	1044
AE5DFE37	3789
AE5F020B	10057
AE7C496F	2876
AE85C8F3	9514
AE8615F0	10788
AE8711DD	9615
AE876F53	8356
AE886B56	1028
AE91770F	7782
AE91EF44	384
AE947BE5	663
AE9A9349	3197
AE9D36BF	10751
AEA44AA0	6909
AEA612C5	5786
AEAAFCC5	9127
AEABF74B	2225
AEAD044C	9489
AEB694EC	4100
AEB977F8	3786
AEBE6599	5585
AECEA8F7	5182
AED49340	9840
AEDC3A01	8504
AEE06C5C	2707
AEE47F9F	5244
AEE5D32A	12254
AEE6416E	3260
AEE7C584	11706
AEE9B6B6	2093
AEEAF09A	11347
AEF043E6	193
AEFA6323	7689
AEFA8E53	11104
AEFAC1BD	6544
AEFEC2F9	2429
AF0086EC	3620
AF08D2BB	3249
AF09A5B6	11353
AF0CEB35	5406
AF2BDC68	417
AF2E9D76	10430
AF3493BA	5664
AF379B8D	2584
AF435676	4181
AF478C4D	10104
AF48D1C7	6265
AF4A37DD	11042
AF515042	8102
AF5197E3	973
AF64C9E7	3637
AF657E5C	738
AF6948C3	3988
AF6C546B	960
AF71A0AD	422
AF721818	5601
AF7AE2C1	9800
AF81BCFE	6567
AF83FB3C	1892
AF8531F6	3750
AF89F29C	9566
AF8AC06D	10161
AF8AD8E0	11151
AF99666B	5588
AF9D6176	10726
AFA0D08D	4302
AFA8A4A6	3149
AFB19460	10853
AFBBE1F4	7104
AFC03803	7216
AFC672C9	5049
AFCBA121	11874
AFCC580F	9133
AFD23624	1268
AFD75DAD	8451
AFDA4F29	1074
AFDD2F45	2230
AFDD682B	3136
AFE2987F	12281
AFEBBC10	188
AFED87A9	4838
AFEEC2D3	1589
AFF18429	10762
AFF5D77F	10648
AFFE0C20	11329
B009E553	7129
B01B491B	10168
B02626FC	5128
B028D8B4	11515
B02B76A1	11915
B032812A	2862
B034127B	1226
B035E1E7	7579
B04C1409	3678
B055C34E	7955
B05972AD	9290
B05D2473	5621
B0625507	9811
B06F4E19	6551
B083CAE9	3187
B084F87D	4365
B086B790	1981
B08D913D	835
B08F7CFB	9694
B0987531	1340
B09CF774	4982
B0A215F0	4491
B0A9F0CA	6107
B0ADAFD2	1260
B0B4EFFB	1596
B0B73215	8846
B0BE7B72	2436
B0C67167	2179
B0CBB443	6697
B0D5ADA1	2949
B0D9D5CD	1610
B0E38E67	9593
B0E9DF1B	10139
B0EB77A9	11961
B0F43E3C	3068
B0F4AFED	4830
B0F855DD	8812
B0F87584	8935
B0FFE820	9267
B0FFF632	5011
B1031368	4794
B1067742	9779
B1093E1A	6426
B1108911	8134
B112BC23	3242
B11B8703	6651
B11E02CA	10707
B11FF7D8	8265
B12D7BFC	3359
B12DF897	10218
B1356046	10335
B1361522	12212
B143934F	8614
B1456E07	11300
B146CCB9	2663
B14AAB63	3576
B14BF4F3	7654
B15061B8	5797
B151AF51	965
B1561568	15
B15A3A49	10005
B15A8F6E	4336
B15E09D4	10816
B15F2482	4113
B1644B5A	3508
B1648251	5732
B1656360	8418
B16DA482	10904
B172AA16	6844
B173C4B4	2716
B1752585	618
B17FD279	8547
B18455A1	11894
B1854A72	2386
B1872B5F	1168
B1946037	10857
B19FBEA0	6942
B1A93F71	4893
B1B10677	9775
B1B1A93F	4889
B1B883F6	8786
B1B99334	2835
B1CB7CED	8568
B1CD2271	6385
B1D99824	5292
B1E2B616	1153
B1E3E2FC	4063
B1FB4ECC	5026
B1FB8BC7	3389
B204983A	11398
B2087000	10596
B20A8567	7484
B20EB8FD	293
B213FD31	1207
B21A50B1	8535
B21DC2FE	5921
B21EFF02	11244
B22FD573	6795
B25093F1	4256
B2573472	5060
B259B204	11390
B26C83AE	288
B26D19DF	2001
B27BD483	7868
B27DD0DA	596
B2847689	3012
B2847F03	3592
B28709B0	4479
B289B82B	9827
B289BA0D	321
B28BFABC	5395
B28EC592	5725
B28FA407	10489
B2928E2A	9439
B2983F3D	12110
B2A3AF9D	10718
B2A75823	788
B2AD917D	11424
B2AD99E0	10569
B2AF64C9	3633
B2B0ADAF	1256
B2B1B883	8782
B2BCDE6E	2581
B2BD95F9	735
B2C23DF3	9691
B2C2DCC8	8843
B2C61156	11891
B2CAB645	11421
B2D4D66F	6129
B2D7C724	7343
B2DE2095	9217
B2DE4FFD	12164
B2E8A129	9933
B2EE5507	3322
B300C316	9708
B303E404	11832
B308DEFF	10300
B30A37AF	5037
B30DAE1C	2200
B31068BC	12308
B312DC73	2548
B318CE76	9466
B326882A	6165
B32E5520	2670
B32EC273	4975
B3310AEA	6899
B33209BF	7401
B3345B15	10806
B335C591	8311
B337695F	1444
B337FBD5	8711
B33BD608	4285
B3454FA4	1309
B346A31D	6814
B3556A6A	10469
B355C9D2	5416
B35917F1	12010
B3746E27	11490
B37A67C9	12068
B37F5316	3928
B382AB31	9456
B388D7D0	11064
B38963D6	5695
B38B4B2A	778
B394A9A8	2308
B398ADD9	8656
B39AACE2	5686
B39CAF6C	952
B39D8762	223
B3A3280C	1870
B3AA3DF2	5185
B3ABA47B	379
B3AE001A	10692
B3B433B3	11998
B3B6F18F	10667
B3C103DC	6214
B3C2A357	1133
B3CC8E53	1902
B3D73572	2606
B3D7BBCE	2532
B3D87241	8982
B3F5DC69	1687
B3F5EDC3	7174
B3F94709	9405
B3F9CABA	8345
B3FAEDC3	8498
B406BA17	9507
B408F711	7377
B41132ED	9494
B418B453	2338
B42915EF	5266
B42AF7AE	9794
B42F55AD	5567
B433B359	12002
B43626D1	2901
B438B3C1	6206
B442ADE7	2912
B443CA75	6705
B448AF8A	10153
B451552E	2645
B453F037	2346
B4597714	9319
B45AF89F	9560
B45EFA25	898
B4677E04	2006
B46D6EFD	6323
B4786F86	1013
B4788FF7	7250
B4789812	7292
B47D467D	6365
B4825867	7714
B485B71B	8404
B48AE9D3	10745
B48AFBBE	7098
B48AFCBA	11868
B48B33BD	4279
B48FE97A	642
B491BA56	10174
B49A23B0	5116
B49C98D9	11527
B4B2A758	784
B4BC41FB	2062
B4BEA8A6	2129
B4BEC2A7	6100
B4BF2F99	8238
B4C0A3DB	6187
B4C4B863	11616
B4C870B2	1244
B4CAFF5D	10642
B4CD616F	5439
B4DF3787	2728
B4E2991D	8464
B4E538FD	11274
B4E599F0	6457
B4ECC28D	5032
B4EF7A96	5339
B4EFFB0D	1600
B4F0846F	1536
B511F181	435
B5141D6F	9981
B51E35F7	4568
B524D003	9843
B52CA2FE	5390
B5359BE3	6132
B53937DE	4440
B53ED22C	4272
B5545593	2453
B556C5CA	6837
B55E3061	8434
B56AE521	1038
B56D6462	3717
B56EC7EE	3382
B577E18F	4537
B5801C9D	8759
B58A4CF4	9911
B5918993	3722
B5997693	6612
B5A10528	5966
B5A29CB1	2374
B5A67F0D	3518
B5ABAF99	5580
B5B48AE9	10741
B5BB1356	10329
B5BBF630	6328
B5CC4DAF	12269
B5CC9E3C	2628
B5DEB2BD	727
B5E1BC32	6061
B5EFF051	3364
B5F1C924	7346
B5F79656	5365
B5F7B56D	3709
B5FD3BDE	154
B5FF6159	1178
B5FF89EE	1755
B5FFE281	5507
B615526C	7330
B61605BA	10993
B616C61C	1161
B61EA481	4843
B623DC91	2994
B628B32E	4967
B62DD932	7072
B636ED4E	4431
B6380394	11158
B63921B3	367
B63B2847	3586
B644493D	1943
B645F440	11429
B64BF6C5	7643
B65C4D2C	11948
B65D9FC4	551
B6678278	10574
B668B680	8869
B66917A3	2105
B680C8D5	8877
B68270AA	7739
B68668C6	2958
B6915FDB	1641
B6920BFD	10909
B6928B11	8124
B694EC57	4104
B697A3A9	11365
B699C10A	761
B6AB7EAC	4466
B6AC6C41	9770
B6B4EF7A	5335
B6B66917	2101
B6BF48D8	1265
B6D17BE8	895
B6F18F83	10671
B700EE4C	1365
B70101A0	9303
B7037FD6	2770
B70D08E8	7183
B70E8048	8507
B712DA4A	8117
B71765B9	8964
B7184E67	5150
B71B1656	8412
B71CCFC9	2555
B723030E	9180
B72AD551	2446
B7305B08	825
B732156E	8850
B73886EB	5493
B73E47F7	10397
B73ECB0B	8836
B7428699	11455
B746FDEF	8581
B74BA2C1	7944
B75ADC03	1358
B7615232	10620
B764C9C2	7077
B764D179	8665
B76A1DCF	11921
B76AAEAD	9481
B76F3D5F	10945
B77549A2	9878
B778460E	11747
B77A9555	11967
B788255E	9220
B790D4B2	1989
B793FF4D	12167
B797DB19	6932
B79D3E97	2921
B7B42F55	5563
B7BA8F35	240
B7BB58A4	9905
B7BDFC31	10350
B7C8C426	4733
B7CEDD1B	8574
B7D3D14B	11476
B7E25D82	10223
B7E25FE9	5224
B7E95F37	2816
B7EACA1C	4472
B7F77944	4616
B7F9322D	7059
B8006B11	10697
B8063DCB	10455
B81B173C	2710
B81CA3C9	11309
B82BB524	9835
B834BC2C	9426
B8371D80	264
B8467628	9157
B84A63A4	4394
B84BE125	2787
B84E19A1	76
B84EE31F	2037
B8535E40	5088
B85FDB91	5809
B8624B08	3177
B8631DF8	11624
