# sidx,nbytes,magic,seq,nbad,ok
19535537,1528,1,391,0,1
19584869,1528,1,392,0,1
19634201,1528,1,393,0,1
19683533,1528,1,394,0,1
19732865,1528,1,395,0,1
19782197,1528,1,396,0,1
19831529,1528,1,397,0,1
19880861,1528,1,398,0,1
19930193,1528,1,399,0,1
19979525,1528,1,400,0,1
20028857,1528,1,401,0,1
20078189,1528,1,402,0,1
20127521,1528,1,403,0,1
20176853,1528,1,404,0,1
20226185,1528,1,405,0,1
20275517,1528,1,406,0,1
20324849,1528,1,407,0,1
20374181,1528,1,408,0,1
20423513,1528,1,409,0,1
20472845,1528,1,410,0,1
20522177,1528,1,411,0,1
20571509,1528,1,412,0,1
20620841,1528,1,413,0,1
20670173,1528,1,414,0,1
20719505,1528,1,415,0,1
20768837,1528,1,416,0,1
20818169,1528,1,417,0,1
20867501,1528,1,418,0,1
20916833,1528,1,419,0,1
20966165,1528,1,420,0,1
21015497,1528,1,421,0,1
21064829,1528,1,422,0,1
21114096,1528,1,423,0,1
21114096,1528,1,424,0,1
